room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0,1,0,1,0,110
1,2,0,1,80,385
0,2,19,1,337,50
0,1,58,2,316,100
1,4,18,1,52,150
1,5,7,1,207,549
0,2,0,1,36,150
1,3,51,1,0,275
0,3,6,3,349,100
1,1,1,1,359,249
1,2,2,1,0,260
1,6,4,1,0,120
1,2,58,1,324,100
0,6,2,1,340,49
0,3,17,1,0,56
1,3,5,1,0,120
0,1,0,2,0,150
0,1,14,2,304,100
0,2,0,1,0,55
0,1,13,3,0,22
1,5,4,1,0,99
0,3,0,1,0,90
1,5,0,1,0,150
1,4,77,1,1,120
1,1,6,1,0,130
0,2,33,2,191,125
1,4,2,2,0,250
0,3,1,1,341,85
1,1,1,2,168,2500
1,1,2,1,55,160
1,2,5,1,157,150
0,2,12,1,0,60
0,1,5,1,54,80
0,2,9,1,0,80
0,1,38,4,57,80
0,1,0,1,0,60
0,1,35,1,0,35
1,2,9,1,140,200
0,1,17,1,73,100
1,3,66,2,292,285
0,7,1,3,0,60
0,4,0,2,0,249
1,3,3,1,35,245
0,5,3,1,95,197
1,4,3,1,184,239
0,2,6,4,10,175
1,3,3,1,0,80
1,5,1,1,0,150
0,1,4,1,0,70
1,3,14,1,0,195
0,2,29,2,121,70
1,1,27,2,133,175
0,14,1,1,0,50
0,1,9,4,55,68
1,1,0,1,0,75
1,5,13,1,127,99
0,7,4,1,0,50
0,2,71,2,309,46
1,1,75,3,20,109
0,5,5,1,22,109
1,2,4,1,0,100
0,8,11,2,0,40
0,1,0,1,0,84
0,2,1,1,0,200
0,1,5,1,89,85
1,1,30,1,0,136
0,3,0,1,0,70
1,3,89,1,340,402
0,1,9,1,0,120
0,1,0,1,0,55
1,3,9,1,0,185
0,1,0,1,0,80
1,10,0,2,49,140
0,1,8,1,131,95
0,2,17,1,0,120
0,5,24,1,313,55
0,1,2,2,365,100
1,2,7,1,0,175
1,4,0,2,302,500
0,2,12,1,41,50
1,3,2,1,0,145
0,5,60,3,34,39
0,8,1,1,0,55
1,1,0,1,0,120
0,1,4,2,22,80
0,2,15,4,111,51
0,1,0,1,0,39
1,3,12,1,274,125
0,7,1,1,0,40
1,1,29,3,24,150
0,1,19,3,355,848
1,7,33,1,0,250
1,1,0,2,360,250
0,7,11,1,0,45
0,2,2,1,5,40
0,2,25,3,280,69
0,2,30,2,242,45
0,14,2,2,180,30
0,2,2,2,0,95
0,1,30,2,149,50
1,5,35,2,303,120
0,1,96,2,365,72
0,3,7,1,0,46
0,2,72,2,275,115
1,2,5,1,0,350
1,3,3,1,35,200
0,3,0,1,0,300
1,4,2,1,16,128
2,1,90,4,77,60
0,1,1,1,1,30
0,2,5,2,0,50
0,3,2,1,0,60
0,2,2,1,0,41
1,3,0,1,25,125
0,2,12,1,78,45
0,1,0,1,365,50
0,1,1,2,0,130
0,2,0,1,0,50
0,2,3,1,188,33
1,2,63,1,239,275
0,3,2,2,0,80
1,3,24,1,16,250
0,2,45,1,251,100
1,4,1,1,0,200
1,2,28,1,179,125
1,2,6,1,0,130
1,5,1,2,0,120
1,3,63,1,7,100
0,5,20,2,365,65
1,3,2,1,215,202
0,1,0,1,0,170
1,5,6,1,0,150
1,1,13,1,0,200
1,4,12,1,42,175
1,2,46,1,323,190
1,1,9,1,0,115
1,2,1,1,12,275
1,4,1,1,0,115
0,3,2,1,0,59
0,1,4,1,34,25
2,2,0,1,0,300
1,3,5,1,0,95
1,3,0,1,0,350
0,1,0,1,0,30
1,3,38,1,243,135
0,2,1,2,0,80
1,1,0,1,0,100
0,6,0,1,0,72
1,14,2,2,172,154
0,3,2,1,0,80
1,3,96,1,328,175
0,7,1,2,34,130
1,1,37,1,0,148
0,3,86,4,0,50
0,1,12,2,90,113
0,2,1,1,0,70
0,2,0,1,0,45
1,3,6,1,351,160
2,1,0,1,89,450
1,1,4,1,144,190
0,1,0,1,0,100
1,3,30,1,87,300
1,3,3,4,179,447
1,2,22,1,283,200
1,7,4,1,0,175
1,2,10,2,0,125
0,3,4,1,0,46
0,3,0,1,179,60
1,3,25,1,0,200
1,1,0,1,28,130
1,2,2,1,22,125
0,1,96,4,120,49
1,5,1,1,0,150
1,3,7,1,0,95
1,3,2,1,0,175
0,1,0,1,0,50
1,5,91,3,288,300
0,2,3,1,0,150
1,7,0,3,52,120
1,5,8,1,0,129
0,2,26,3,305,85
1,5,0,1,0,200
1,3,18,1,4,150
0,3,1,1,0,65
0,1,31,3,279,85
1,1,0,1,0,250
0,1,2,2,0,60
0,2,55,1,282,88
0,3,8,1,0,36
0,5,35,3,1,52
1,3,24,2,69,125
1,3,0,1,161,400
0,1,93,3,17,70
1,4,37,1,0,125
0,2,1,2,0,65
1,1,0,1,0,2000
1,2,1,1,0,89
0,2,16,1,363,60
0,2,37,2,159,80
1,3,0,1,176,249
0,2,13,1,24,90
1,3,33,1,15,110
0,1,39,1,0,53
1,3,99,2,288,170
0,2,16,1,0,85
1,3,2,2,0,275
0,6,2,1,0,75
1,3,32,1,84,135
0,1,35,2,318,100
0,2,35,2,28,99
1,7,5,2,1,250
0,15,21,1,360,69
1,2,20,1,0,124
1,2,8,1,0,160
0,1,37,3,356,65
1,1,0,2,0,165
1,4,11,1,0,150
1,2,8,1,310,250
0,1,59,2,54,29
1,3,1,3,173,268
0,1,3,2,126,75
0,3,1,1,4,70
0,1,0,1,23,800
0,2,0,1,0,55
1,5,53,1,269,185
0,2,2,2,0,90
1,3,6,1,0,124
1,1,20,1,355,139
0,2,48,4,74,125
1,3,3,1,0,109
0,1,6,3,0,295
1,1,1,1,0,170
1,7,0,1,0,110
1,1,76,1,60,220
0,2,1,2,89,190
1,2,3,1,0,159
1,4,63,2,61,199
1,2,16,1,140,95
0,14,3,1,28,95
1,2,0,1,0,180
1,3,4,1,8,120
0,1,4,3,0,53
0,9,0,1,141,150
0,1,0,1,171,60
1,1,54,1,365,250
1,2,8,1,0,200
0,7,0,1,365,100
1,15,8,1,44,90
0,1,3,1,0,45
1,2,0,1,0,175
0,5,1,2,10,56
1,7,0,1,0,185
0,1,3,3,0,30
0,15,0,2,0,60
1,1,68,2,142,125
1,2,7,1,0,73
0,10,1,2,331,70
0,3,30,1,42,60
1,7,2,1,0,200
1,2,21,1,70,229
1,1,5,1,85,199
0,3,3,1,0,80
1,4,7,1,0,160
0,1,23,3,55,94
0,6,3,1,0,125
0,2,9,2,31,60
1,1,1,2,89,400
0,1,2,1,0,80
1,2,2,1,0,225
1,3,31,1,51,200
1,1,0,1,0,250
1,2,51,1,83,130
1,1,23,3,336,150
1,6,4,1,11,94
0,2,49,3,178,80
1,2,21,1,9,16
0,2,33,1,75,135
0,14,4,2,0,55
1,1,92,1,312,90
0,5,20,1,0,200
0,1,86,1,117,60
1,1,3,1,0,74
0,10,2,1,0,60
0,1,1,1,0,75
0,3,2,1,158,60
1,2,14,1,156,240
1,2,1,1,0,160
0,5,1,1,87,40
0,4,5,3,132,75
0,1,51,4,56,98
1,2,37,1,257,200
1,1,0,1,0,190
1,1,2,2,0,79
0,5,0,1,51,50
1,3,2,1,0,140
0,1,42,3,106,45
1,7,0,1,0,325
1,1,0,2,179,250
1,2,0,1,0,190
1,3,15,1,0,50
0,4,49,2,43,100
0,5,30,2,0,45
0,2,4,1,0,80
1,3,1,1,0,127
1,1,12,2,40,175
1,3,0,1,0,350
1,4,16,1,0,80
1,1,0,1,168,299
1,1,91,2,57,57
0,7,19,1,285,80
0,7,17,1,227,88
0,3,35,1,0,99
1,2,7,1,36,200
2,1,0,1,0,50
1,2,37,2,230,150
1,3,91,1,160,100
1,1,0,1,0,149
0,2,8,1,0,45
1,2,0,1,54,62
0,7,0,2,0,53
0,1,21,1,114,75
0,1,3,2,350,100
0,1,0,4,269,159
0,1,12,1,0,85
0,1,26,1,344,57
0,2,2,1,102,50
1,7,25,1,270,125
0,3,2,1,0,60
1,3,41,1,211,105
0,3,0,1,0,49
0,2,38,1,0,105
1,4,6,1,138,500
0,2,0,2,154,130
0,3,51,1,329,66
1,3,3,1,0,175
0,10,5,2,44,36
0,1,7,1,0,150
1,5,75,2,278,225
1,4,38,1,309,110
1,7,1,1,8,140
0,3,9,1,0,200
0,1,0,2,0,35
1,1,7,1,0,125
2,1,2,1,90,73
2,1,49,1,353,65
0,2,2,1,0,109
1,2,6,1,18,175
1,1,80,1,73,90
0,1,0,3,178,100
0,6,2,1,0,48
0,3,1,1,364,150
1,1,1,1,347,175
1,2,12,1,85,500
0,2,31,1,28,80
1,3,2,2,138,61
1,2,17,2,300,99
0,3,14,1,138,73
1,4,68,1,10,115
1,4,48,1,327,160
0,3,71,2,37,110
0,2,24,1,30,90
0,2,3,1,0,29
0,1,3,1,70,134
0,4,0,1,0,100
1,2,2,1,0,185
0,1,19,3,166,300
1,10,1,1,0,230
0,1,1,1,89,70
0,2,34,1,365,185
1,4,4,1,185,300
1,3,4,1,0,150
0,1,0,1,0,120
0,2,2,1,180,88
1,3,15,1,345,120
0,7,11,1,356,70
0,5,2,1,0,100
0,1,72,1,0,115
0,2,38,1,300,105
1,2,21,1,0,101
1,1,13,1,0,165
1,2,22,3,5,80
1,1,2,1,204,450
1,3,34,1,147,130
1,6,1,1,0,225
1,2,14,1,0,149
1,2,24,2,0,175
1,4,5,1,0,175
1,5,2,1,0,199
1,3,3,2,0,200
1,5,2,1,0,200
1,4,6,2,0,125
1,2,0,3,93,99
1,5,0,1,0,275
0,3,0,2,0,75
0,1,23,2,161,53
0,1,0,1,0,100
0,1,32,1,0,100
1,2,5,1,0,175
0,2,0,1,363,60
0,4,49,1,97,99
0,2,23,3,363,85
0,2,4,1,169,100
0,1,9,2,0,140
2,1,0,2,365,80
0,3,1,1,0,50
1,3,3,1,144,335
0,1,1,1,0,70
0,1,27,1,29,75
1,4,85,1,63,195
0,7,2,1,0,50
2,1,9,2,365,47
1,2,3,1,8,160
1,1,19,4,322,174
0,3,5,1,93,60
1,4,1,1,50,270
0,4,2,1,60,400
0,2,45,1,324,69
0,2,3,2,175,90
0,5,31,1,297,58
0,7,6,1,0,64
0,1,1,1,32,90
1,3,80,1,269,125
1,3,22,1,228,295
1,7,1,1,0,150
1,2,3,1,6,100
0,1,32,2,351,125
1,6,2,2,72,700
0,3,71,2,0,55
1,3,3,1,0,100
1,2,0,1,23,200
1,2,0,1,0,280
0,1,5,2,0,55
0,2,3,1,0,85
0,13,42,1,84,69
0,3,23,4,211,30
1,2,10,1,165,519
1,1,3,1,344,995
1,1,0,1,6,100
0,3,21,2,82,120
1,2,56,1,305,170
1,2,45,2,268,200
0,3,66,1,263,79
0,1,38,1,365,40
2,1,11,1,157,30
1,2,12,1,64,99
0,1,12,1,278,135
1,1,0,1,311,3000
1,5,22,1,6,150
0,2,8,1,177,175
1,1,3,1,0,199
1,2,9,1,167,99
0,3,74,1,284,49
0,7,0,1,0,79
0,1,34,1,8,85
1,5,4,1,0,95
0,1,12,3,213,999
0,1,0,1,0,150
0,2,93,1,129,115
1,3,7,1,12,300
1,5,7,1,0,200
0,6,1,2,312,80
1,4,26,1,10,120
1,6,0,1,82,149
1,2,5,1,0,450
1,4,26,2,92,148
0,3,1,1,0,150
0,2,1,1,303,65
1,2,12,1,0,103
1,3,2,2,29,230
0,1,4,1,362,47
0,1,30,3,10,102
1,3,2,1,186,1500
1,5,0,1,0,120
0,2,12,4,189,59
1,2,3,2,221,279
0,2,37,2,298,49
1,2,2,1,0,139
0,1,56,2,51,85
0,1,0,1,207,125
1,5,67,2,239,146
0,1,4,1,0,50
0,2,28,1,0,90
1,4,4,1,5,140
0,2,3,1,189,55
1,5,1,1,0,150
0,2,0,1,6,65
0,3,0,1,0,75
0,2,0,1,0,88
0,2,74,1,28,65
2,7,1,4,320,32
0,3,9,1,88,325
0,5,0,1,0,75
1,2,0,1,0,180
0,2,4,1,0,75
0,2,0,2,0,65
0,10,1,1,34,99
1,2,2,1,7,125
0,5,17,2,208,69
0,2,1,1,0,45
0,3,15,1,88,80
1,3,7,1,299,149
1,3,17,3,77,90
1,2,4,1,0,195
0,5,26,3,0,89
0,1,2,2,353,75
0,1,6,1,341,65
1,2,0,1,0,200
1,2,47,1,269,545
1,1,51,1,1,95
1,2,30,1,281,185
1,4,19,2,0,112
1,1,3,1,0,200
0,4,59,1,83,72
0,2,61,2,65,49
0,3,19,3,166,75
0,2,85,2,128,75
0,2,3,1,0,60
1,4,4,1,65,389
0,2,1,1,0,103
1,4,2,1,0,100
0,1,2,1,0,35
1,2,5,1,0,140
0,3,8,1,0,55
1,2,6,1,0,125
0,1,3,1,0,80
1,1,1,1,134,100
1,5,82,1,63,100
0,1,19,1,0,46
0,1,30,1,0,69
0,1,50,2,341,50
0,2,3,1,0,42
1,2,6,1,0,170
1,1,0,1,0,180
1,1,4,1,0,179
0,1,0,1,0,100
1,5,20,1,0,160
1,2,5,1,0,95
1,3,3,1,192,298
0,15,0,1,0,50
1,4,0,1,27,101
1,2,6,1,13,150
0,15,0,1,365,120
1,2,1,2,56,275
0,2,21,1,0,130
0,1,18,1,364,100
0,2,14,1,5,50
0,3,5,1,0,43
0,2,1,1,325,110
0,7,0,1,69,55
1,3,14,2,0,149
1,3,21,1,5,275
0,1,10,1,32,80
1,3,0,1,0,179
1,7,0,1,0,200
0,14,6,1,0,69
0,1,0,1,0,48
1,8,0,1,0,225
0,1,97,3,286,80
0,7,0,1,0,32
1,3,3,2,0,180
0,5,1,1,0,99
1,5,53,1,30,278
0,1,17,2,155,159
0,2,6,1,0,179
0,15,3,1,55,55
1,4,12,1,0,125
1,3,33,1,1,175
1,1,0,1,0,90
1,1,0,1,0,600
0,2,76,2,102,80
1,7,1,1,0,175
0,4,0,1,0,60
1,2,0,1,0,200
1,6,78,1,30,69
0,4,11,1,0,60
0,3,2,1,0,49
1,7,1,1,261,160
1,2,97,1,230,85
0,2,19,1,312,66
0,12,0,1,0,50
0,3,11,1,356,65
0,1,14,4,89,49
0,1,2,2,72,110
0,1,0,1,56,80
0,2,2,1,0,34
0,1,0,1,0,130
0,2,99,1,345,120
0,1,53,1,45,45
0,1,58,1,47,65
0,1,0,1,0,85
1,2,3,1,358,250
0,1,45,1,57,52
0,2,22,4,297,55
1,5,3,1,263,250
1,3,0,1,83,600
1,2,27,1,303,349
0,1,67,2,0,110
1,1,7,1,185,500
1,2,45,4,342,450
0,4,10,1,5,65
1,4,2,1,0,125
0,1,4,1,0,60
0,2,76,2,0,85
1,1,2,1,0,50
0,1,6,2,89,70
1,3,7,1,0,200
0,2,6,3,61,175
0,5,1,1,0,95
0,1,26,1,284,99
2,2,36,2,88,55
1,5,16,1,298,500
1,2,2,1,133,128
0,1,47,2,176,175
0,10,23,1,8,90
0,1,0,1,70,70
1,2,0,1,0,175
0,2,13,1,176,129
1,4,2,2,0,280
1,3,14,1,251,90
1,2,3,1,81,122
1,2,1,1,0,150
0,1,0,1,0,185
0,2,0,2,0,70
0,3,6,1,0,115
0,2,35,1,329,64
1,7,2,1,14,167
1,1,1,2,289,1295
0,6,12,1,0,85
1,2,2,1,0,100
1,1,20,1,0,190
0,2,8,3,98,64
0,14,3,2,126,85
1,1,44,1,0,139
1,3,15,2,154,150
1,3,75,1,290,380
1,2,6,1,2,130
1,1,0,1,365,590
1,2,71,1,222,195
1,5,2,1,0,167
0,2,79,2,11,135
1,2,7,1,0,300
0,1,11,1,250,175
0,1,0,1,365,89
0,1,0,1,83,10
1,1,13,1,89,150
0,3,0,1,114,200
1,3,2,1,0,120
1,1,52,3,296,129
0,3,2,1,0,100
0,2,3,1,0,65
1,5,1,1,0,200
1,7,0,1,0,375
2,7,0,1,42,40
1,2,0,2,76,350
0,2,15,1,0,80
0,14,0,3,35,70
1,2,10,1,0,199
1,5,2,1,0,130
1,5,25,1,6,75
1,7,1,1,0,120
1,7,4,1,0,150
1,1,4,1,0,150
1,2,2,1,2,200
0,5,61,1,130,47
0,14,0,1,174,50
1,3,1,1,233,255
0,2,7,1,0,75
1,3,15,1,4,198
1,1,39,1,96,196
1,3,9,1,0,120
1,5,66,1,323,196
0,2,24,2,361,65
1,7,18,1,18,250
1,4,6,1,1,120
0,1,40,1,49,130
0,1,0,1,0,145
0,1,0,1,0,60
1,3,12,1,0,150
0,4,1,1,0,66
1,1,0,2,0,449
0,2,88,1,107,79
1,2,13,2,0,129
0,1,44,1,0,64
0,1,6,2,3,45
0,2,1,1,180,75
0,2,1,4,296,45
0,3,13,1,0,55
0,2,0,1,0,40
1,3,7,1,9,119
1,1,41,1,8,122
0,3,1,1,0,135
1,3,7,1,0,120
0,2,22,1,0,100
1,2,35,1,190,210
0,1,10,1,0,75
0,1,4,1,7,62
1,3,0,1,0,200
1,1,7,1,25,150
0,1,4,2,36,81
1,2,11,1,331,190
1,5,0,1,0,250
0,14,0,1,0,100
1,1,18,1,46,265
0,2,0,1,365,250
0,3,2,1,0,63
0,5,11,2,310,52
0,1,35,1,247,78
0,2,14,1,357,85
1,3,1,1,3,140
2,1,27,1,98,50
0,7,1,1,365,110
0,1,60,1,148,250
1,2,5,1,0,349
1,14,0,1,2,130
0,10,94,2,0,65
0,1,2,4,179,200
0,1,44,4,77,400
0,3,3,2,269,110
0,2,0,1,0,175
2,2,26,1,50,25
1,3,38,1,100,125
1,7,6,2,229,450
0,1,10,4,218,50
0,3,8,1,0,100
1,7,2,1,263,163
1,3,8,1,16,99
0,9,0,1,246,35
0,1,2,1,0,80
0,14,1,1,55,60
1,1,2,1,0,140
1,2,1,1,0,170
1,2,2,1,0,85
1,2,2,1,0,200
1,3,2,1,152,50
0,2,72,1,0,81
0,3,20,1,62,60
1,2,1,1,0,150
1,5,1,1,0,50
1,3,1,2,3,135
1,2,45,1,0,111
0,1,0,1,0,50
0,2,25,2,68,80
0,2,5,1,0,55
0,1,9,1,0,54
0,2,4,1,0,100
0,3,36,1,249,65
1,2,2,1,89,400
1,3,5,1,145,199
1,2,1,1,0,250
1,7,1,1,0,269
1,2,0,1,0,200
1,1,16,1,5,75
1,3,0,1,0,200
1,5,17,1,331,70
0,1,35,1,52,65
0,1,1,1,59,150
1,5,0,1,0,95
0,5,0,1,197,100
1,1,4,1,0,100
1,1,0,1,53,500
1,3,6,1,0,116
0,1,28,1,363,75
1,2,0,1,0,125
1,1,4,1,72,200
1,4,1,1,0,95
1,2,13,2,97,120
1,2,37,1,193,95
1,7,1,1,0,250
1,5,12,1,192,163
2,1,66,1,365,80
1,2,1,1,0,195
1,3,1,1,0,45
0,3,2,1,0,45
1,5,0,1,0,250
0,7,0,1,0,78
0,7,33,1,0,59
0,2,7,1,36,100
1,7,0,3,174,250
0,3,7,1,0,41
1,3,76,1,74,129
1,1,94,2,180,66
1,3,1,1,0,225
1,3,3,1,345,350
0,1,1,1,0,100
0,3,6,1,38,60
0,1,6,2,79,41
1,4,48,1,223,119
0,4,4,1,0,55
0,4,0,1,89,100
0,3,2,1,0,85
0,1,4,3,211,60
1,1,4,1,122,269
0,1,0,1,0,65
1,2,10,1,166,250
0,2,44,1,260,140
1,4,9,1,0,180
1,3,96,2,0,145
0,1,44,1,4,120
0,2,17,1,72,289
1,6,4,1,5,130
1,1,42,1,28,80
1,5,52,2,323,120
0,3,18,1,0,75
0,3,0,1,43,55
1,4,11,1,24,80
1,2,23,1,215,280
1,1,0,1,0,150
0,1,2,1,325,49
2,1,56,2,173,40
1,2,1,3,0,195
0,2,0,1,177,49
0,3,11,2,0,70
1,2,4,2,311,119
0,6,3,2,254,60
0,3,11,1,135,239
0,2,1,1,365,60
0,3,9,1,32,89
2,1,1,1,90,85
0,2,0,1,0,90
1,6,19,1,188,70
1,3,88,1,303,120
1,5,3,1,0,45
1,2,1,1,0,175
0,1,0,2,20,60
2,1,54,4,66,42
0,3,7,3,0,130
0,3,26,2,144,79
0,15,0,1,0,60
0,1,8,1,175,62
0,3,0,3,64,110
0,1,14,3,24,38
0,1,0,1,0,70
0,1,0,1,0,55
1,2,0,1,0,250
0,3,0,1,0,69
0,1,75,1,19,95
0,2,89,4,30,60
1,3,1,1,98,180
0,3,0,1,0,68
0,1,67,1,78,79
1,3,34,1,0,70
1,1,15,1,265,149
1,1,0,1,89,159
0,5,0,4,134,49
0,1,5,1,97,89
1,2,17,1,79,200
1,2,13,1,224,300
1,2,4,1,0,195
1,5,27,1,2,125
1,2,53,1,150,195
1,4,1,1,225,225
0,2,54,4,174,50
1,2,0,1,0,180
0,1,23,2,93,99
1,15,2,1,299,320
1,2,0,1,318,280
1,2,1,1,0,400
0,1,7,1,311,57
1,1,5,1,0,160
0,2,8,1,365,143
0,3,6,2,70,80
1,2,11,1,0,109
0,1,4,1,0,76
0,1,45,1,0,99
0,3,6,1,58,80
0,5,15,2,41,60
0,4,2,1,0,50
0,2,3,1,8,105
0,1,31,2,84,85
1,2,14,1,124,185
1,3,73,1,44,235
1,1,1,1,85,100
0,1,0,1,0,100
0,5,16,2,10,50
1,2,24,1,240,1095
0,3,15,1,66,55
0,2,13,2,270,65
1,14,0,2,112,150
1,2,0,1,3,400
1,3,47,1,55,195
1,2,0,4,299,239
1,14,14,1,0,200
0,3,14,1,197,47
1,2,45,1,42,200
0,7,1,1,0,135
0,5,7,2,0,64
0,2,28,2,53,68
1,3,1,1,326,235
1,2,4,1,169,620
0,3,28,1,93,50
0,2,43,1,134,50
0,2,0,1,66,50
0,1,2,1,0,50
1,2,3,1,338,112
1,7,9,1,255,175
0,2,26,2,266,75
1,1,0,1,0,300
1,2,2,2,0,95
1,2,0,1,233,650
0,1,1,1,0,90
1,7,0,1,0,150
0,1,77,3,239,49
0,6,5,1,0,52
1,3,14,1,0,175
1,1,7,1,303,700
1,6,10,1,43,165
1,1,0,1,0,200
1,1,14,4,249,199
0,3,1,1,0,130
1,2,5,1,0,175
1,4,4,1,334,659
1,4,3,1,0,139
0,7,0,1,0,60
1,2,3,1,0,80
0,3,1,1,88,100
0,3,62,1,0,99
1,2,24,1,55,71
1,2,1,1,175,140
1,4,40,1,273,70
1,1,0,4,227,379
0,9,0,1,0,40
0,2,88,1,114,55
1,4,6,1,92,250
0,5,2,1,26,279
1,5,1,1,0,165
1,5,92,1,193,89
0,15,0,1,0,189
0,4,37,1,28,190
0,7,0,3,0,120
1,7,0,1,0,120
0,3,32,1,0,500
0,2,7,2,55,70
1,1,2,1,0,133
1,1,69,3,9,110
1,2,3,1,0,300
1,4,0,1,0,138
1,1,1,1,0,150
0,1,3,1,0,120
1,1,10,1,206,150
1,2,8,1,0,175
1,2,66,2,360,105
0,1,97,3,132,129
0,10,0,1,229,65
0,1,86,1,4,49
1,3,1,2,178,268
0,3,50,3,98,50
1,3,1,1,0,350
0,1,96,3,237,89
1,4,13,1,161,110
0,3,10,1,0,55
1,1,1,1,0,200
0,2,28,2,38,37
1,2,0,1,65,488
0,2,0,1,0,200
2,5,0,2,363,80
0,1,0,2,0,35
1,2,24,2,263,247
0,1,19,4,115,125
1,2,1,1,179,345
0,2,9,1,22,60
1,5,5,1,0,120
0,2,31,4,172,95
1,3,48,1,338,95
0,1,60,3,336,70
0,1,4,1,365,45
0,1,0,1,0,130
0,1,0,1,0,55
0,2,29,4,170,66
0,1,40,1,354,85
0,3,0,2,365,69
0,2,3,1,0,60
0,2,3,1,90,200
1,5,0,1,0,140
1,3,10,2,349,189
0,12,0,1,0,42
1,3,12,1,31,95
1,1,0,1,179,188
0,5,0,2,0,40
1,3,0,1,0,1000
1,4,3,1,0,56
1,2,15,1,51,65
1,1,4,1,5,150
1,1,65,1,3,73
0,2,16,1,0,80
0,7,44,1,0,89
0,2,2,1,125,65
1,2,0,1,0,131
1,4,68,1,271,195
1,2,11,1,0,100
0,3,1,1,0,100
2,1,12,1,180,58
0,1,9,1,89,70
0,3,4,1,0,64
0,1,2,1,87,100
0,1,18,2,33,100
1,3,3,1,0,70
0,4,0,1,0,95
1,7,41,1,0,170
2,1,0,3,352,75
1,2,5,1,0,100
0,2,11,1,0,60
0,1,49,3,111,91
0,15,26,4,67,40
1,4,52,1,188,250
0,2,13,2,141,38
0,2,1,1,0,60
1,2,0,1,79,245
0,1,1,1,0,64
1,3,0,1,0,175
1,2,23,1,0,250
0,2,4,2,325,60
1,1,0,1,362,258
1,2,13,1,0,28
0,2,17,3,146,57
0,2,67,1,0,55
1,5,8,2,8,105
0,1,3,1,281,125
0,1,0,1,0,100
1,3,60,1,278,165
0,2,31,2,273,50
1,7,5,1,14,130
0,3,7,1,3,110
0,1,1,1,0,50
0,1,16,1,0,55
1,4,3,1,0,160
0,1,4,1,0,43
1,3,92,1,69,280
1,4,7,1,64,400
1,7,14,1,128,150
1,3,5,1,0,145
1,1,19,1,0,165
0,3,7,1,0,110
1,6,4,1,13,165
0,4,0,1,155,60
0,2,0,1,0,100
0,2,0,2,311,42
0,2,47,4,345,54
1,7,0,1,34,125
1,2,0,1,0,220
1,2,36,1,0,99
0,2,43,1,90,60
1,2,6,1,137,150
1,3,2,2,44,825
1,2,0,1,321,450
0,1,6,4,346,399
1,2,24,3,274,1000
0,2,35,2,85,60
0,1,15,3,12,99
0,3,14,1,364,100
1,2,27,1,335,199
0,1,1,2,0,120
0,4,69,2,122,73
1,3,0,1,0,200
1,7,15,1,280,150
1,5,2,1,363,130
1,1,3,2,0,120
0,3,0,1,70,80
2,1,0,2,0,47
1,3,24,1,0,102
1,2,9,2,0,175
1,3,60,1,67,800
0,2,0,1,176,65
1,5,0,1,46,109
0,1,15,3,20,55
0,3,47,1,299,85
1,7,1,1,0,160
1,2,17,1,70,125
0,3,85,4,292,75
0,3,1,1,0,90
1,1,11,1,1,225
0,11,0,1,48,65
0,3,2,1,50,60
1,2,61,1,0,150
1,3,3,1,249,118
0,7,0,1,0,90
0,4,12,1,0,100
1,4,7,1,0,150
1,2,9,1,0,285
0,1,0,2,162,135
1,2,33,1,0,150
1,1,15,1,0,175
0,1,38,1,85,45
1,3,36,1,85,500
0,3,15,3,90,60
0,1,3,1,0,45
0,2,4,3,112,118
0,7,10,1,317,80
1,2,58,4,1,207
0,2,28,1,123,70
1,5,4,1,0,185
0,1,0,1,0,99
0,1,1,1,0,51
0,3,35,1,162,99
1,3,10,1,12,131
1,2,1,1,0,100
1,7,14,1,0,195
1,11,3,2,17,200
0,2,15,2,250,73
1,3,21,1,345,125
1,3,28,1,211,135
0,3,0,1,0,60
1,5,21,1,239,189
1,1,1,1,336,213
1,5,9,1,329,450
1,1,68,1,261,125
1,6,39,1,351,159
0,1,8,4,210,39
1,1,0,1,0,180
0,1,2,1,0,47
1,2,42,1,337,349
1,2,6,1,11,160
1,2,11,1,252,379
1,1,2,2,0,110
1,5,8,1,9,141
1,3,76,1,91,299
0,3,13,2,80,45
0,1,0,1,364,90
1,3,0,1,17,180
0,2,90,3,14,60
0,1,0,1,0,45
1,3,14,2,257,63
1,1,55,1,0,206
1,1,12,1,0,150
0,3,15,3,0,38
1,3,15,1,19,150
1,5,5,1,0,105
0,2,2,1,0,60
1,3,5,1,0,425
0,2,35,2,161,85
0,1,1,1,0,55
0,2,0,1,164,170
2,3,0,1,16,50
1,2,1,1,0,300
1,14,1,1,0,95
0,1,5,2,0,112
1,14,9,1,6,98
0,4,0,1,0,95
1,4,1,1,188,175
0,4,22,1,42,50
0,5,0,1,0,57
1,2,10,2,0,125
0,2,75,3,358,145
0,1,3,4,0,40
0,1,8,2,36,68
0,2,0,1,0,83
1,2,18,1,123,132
0,2,9,1,0,41
1,1,1,1,0,200
1,3,19,1,28,68
1,14,0,1,0,65
0,1,1,2,89,50
0,2,0,2,0,120
0,5,5,1,310,50
1,2,43,1,80,129
0,1,1,1,167,85
0,2,87,1,60,67
1,3,43,1,5,145
0,3,5,3,65,80
0,4,1,1,0,85
0,2,26,2,21,60
0,2,26,1,112,60
0,3,1,1,5,90
